Season,Team,Conf_per_game,Class_per_game,Pos_per_game,G_per_game,GS_per_game,MP_per_game,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_per_game,PlayerName_per_game,CollegeID_per_game,Conf_adv,Class_adv,Pos_adv,G_adv,GS_adv,MP_adv,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards_adv,PlayerName_adv,CollegeID_adv,PlayerName,CollegeID
2017-18,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Malik Fitts,malik-fitts-1,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Malik Fitts,malik-fitts-1,Malik Fitts,malik-fitts-1
2018-19,St. Mary's (CA),WCC,SO,F,34,33,30.7,5.4,11.3,.475,1.7,4.2,.406,3.7,7.1,.517,.551,2.8,3.6,.770,1.8,5.8,7.6,0.9,1.1,0.2,1.6,2.8,15.2,,Malik Fitts,malik-fitts-1,WCC,SO,F,34,33,1045,24.5,.585,.371,.317,487,7.5,23.2,15.5,6.3,2.3,0.7,10.7,25.7,3.5,1.9,5.4,.205,5.4,1.6,7.0,,Malik Fitts,malik-fitts-1,Malik Fitts,malik-fitts-1
2019-20,St. Mary's (CA),WCC,JR,F,34,34,34.2,5.6,11.9,.472,1.9,4.6,.408,3.7,7.3,.512,.551,3.4,4.2,.799,1.0,6.1,7.1,1.2,1.4,0.4,1.9,2.6,16.5,,Malik Fitts,malik-fitts-1,WCC,JR,F,34,34,1163,23.2,.593,.388,.356,517,4.0,23.1,13.7,7.3,2.4,1.1,12.1,25.5,3.5,1.8,5.3,.181,4.3,1.2,5.4,,Malik Fitts,malik-fitts-1,Malik Fitts,malik-fitts-1
2018-19,Presbyterian,Big South,FR,G,36,36,30.7,5.4,12.4,.438,3.0,7.8,.386,2.4,4.6,.527,.559,2.0,2.4,.835,0.8,2.6,3.4,1.3,0.8,0.3,1.2,1.7,15.9,,Adam Flagler,adam-flagler-1,Big South,FR,G,36,36,1105,19.2,.586,.626,.190,488,2.8,10.0,6.3,8.3,1.5,1.0,7.9,24.5,2.9,1.0,3.8,.139,3.5,-2.0,1.5,,Adam Flagler,adam-flagler-1,Adam Flagler,adam-flagler-1
2019-20,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Adam Flagler,adam-flagler-1,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Adam Flagler,adam-flagler-1,Adam Flagler,adam-flagler-1
2020-21,Baylor,Big 12,SO,G,28,0,22.8,3.0,6.6,.454,1.6,3.8,.434,1.4,2.8,.481,.578,1.5,1.7,.872,0.9,1.4,2.3,1.4,0.9,0.0,0.8,1.5,9.1,,Adam Flagler,adam-flagler-1,Big 12,SO,G,28,0,639,18.6,.615,.573,.254,238,4.6,7.3,5.9,9.9,2.2,0.2,9.2,17.4,2.2,1.0,3.2,.200,6.1,2.7,8.9,,Adam Flagler,adam-flagler-1,Adam Flagler,adam-flagler-1
2021-22,Baylor,Big 12,JR,G,31,31,30.7,5.0,11.5,.438,2.4,6.3,.387,2.6,5.2,.500,.544,1.3,1.7,.741,0.6,1.6,2.2,3.0,1.1,0.1,1.7,1.5,13.8,,Adam Flagler,adam-flagler-1,Big 12,JR,G,31,31,952,17.7,.559,.545,.152,398,2.3,6.1,4.1,18.3,2.1,0.5,12.0,22.4,2.5,1.5,4.1,.171,5.9,2.5,8.4,,Adam Flagler,adam-flagler-1,Adam Flagler,adam-flagler-1
2022-23,Baylor,Big 12,SR,G,32,32,33.8,5.3,12.3,.426,2.5,6.3,.400,2.8,6.1,.454,.528,2.6,3.3,.790,0.3,2.1,2.4,4.6,1.2,0.1,1.7,2.0,15.6,,Adam Flagler,adam-flagler-1,Big 12,SR,G,32,32,1081,19.6,.562,.508,.266,501,1.1,7.7,4.3,27.8,2.1,0.2,10.8,23.2,3.6,1.0,4.6,.170,6.3,1.5,7.8,,Adam Flagler,adam-flagler-1,Adam Flagler,adam-flagler-1
2016-17,Washington State,Pac-12,FR,G,31,30,33.1,3.4,8.5,.395,1.9,4.8,.387,1.5,3.6,.407,.506,1.2,1.6,.735,0.3,2.7,2.9,2.9,0.7,0.0,2.1,1.9,9.7,,Malachi Flynn,malachi-flynn-1,Pac-12,FR,G,31,30,1027,9.9,.527,.570,.186,305,1.0,9.0,5.2,16.3,1.2,0.1,18.5,18.0,0.4,0.3,0.7,.028,-0.7,-0.9,-1.6,,Malachi Flynn,malachi-flynn-1,Malachi Flynn,malachi-flynn-1
2017-18,Washington State,Pac-12,SO,G,31,30,33.4,5.2,12.6,.413,2.5,7.4,.338,2.7,5.3,.518,.511,2.8,3.4,.846,0.7,2.7,3.4,4.3,1.6,0.1,2.1,1.8,15.8,,Malachi Flynn,malachi-flynn-1,Pac-12,SO,G,31,30,1035,19.7,.554,.582,.265,505,2.5,9.3,6.0,26.3,2.7,0.2,13.0,25.3,2.6,0.5,3.2,.123,3.8,0.0,3.8,,Malachi Flynn,malachi-flynn-1,Malachi Flynn,malachi-flynn-1
2018-19,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Malachi Flynn,malachi-flynn-1,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Malachi Flynn,malachi-flynn-1,Malachi Flynn,malachi-flynn-1
2019-20,San Diego State,MWC,JR,G,32,32,33.4,5.8,13.0,.441,2.4,6.4,.373,3.4,6.7,.507,.532,3.8,4.4,.857,0.6,3.8,4.5,5.1,1.8,0.1,1.8,1.8,17.6,"AA-2,AP-AA-2,NABC-AA-2,SN-AA-2,USBWA-AA-2,W-AA-1",Malachi Flynn,malachi-flynn-1,MWC,JR,G,32,32,1070,27.7,.583,.489,.336,580,2.3,13.3,8.0,30.7,3.2,0.4,10.5,26.8,4.9,2.5,7.4,.278,7.6,4.1,11.7,"AA-2,AP-AA-2,NABC-AA-2,SN-AA-2,USBWA-AA-2,W-AA-1",Malachi Flynn,malachi-flynn-1,Malachi Flynn,malachi-flynn-1
2012-13,Cleveland State,Horizon,FR,G,32.0,18.0,28.3,4.3,9.8,0.433,1.9,4.9,0.389,2.3,4.9,0.478,0.53,2.3,2.9,0.804,0.8,2.7,3.5,1.2,0.8,0.0,1.7,1.8,12.7,,Bryn Forbes,bryn-forbes-1,Horizon,FR,G,32.0,18.0,904.0,17.9,0.569,0.5,0.293,358.0,3.2,14.2,8.1,10.0,1.7,0.1,12.9,23.9,2.1,0.3,2.4,0.108,3.2,-1.9,1.3,,Bryn Forbes,bryn-forbes-1,Bryn Forbes,bryn-forbes-1
2013-14,Cleveland State,Horizon,SO,G,32.0,32.0,34.4,4.8,11.1,0.434,2.5,6.0,0.424,2.3,5.1,0.445,0.548,3.4,4.1,0.826,0.7,2.4,3.1,1.7,0.8,0.0,1.6,1.6,15.6,,Bryn Forbes,bryn-forbes-1,Horizon,SO,G,32.0,32.0,1102.0,18.0,0.596,0.538,0.372,443.0,2.7,8.2,5.5,10.1,1.4,0.1,10.7,22.6,3.1,1.2,4.3,0.155,3.0,-0.6,2.4,,Bryn Forbes,bryn-forbes-1,Bryn Forbes,bryn-forbes-1
2014-15,Michigan State,Big Ten,JR,G,39.0,24.0,26.2,2.8,6.3,0.447,1.8,4.2,0.427,1.0,2.1,0.488,0.589,1.1,1.3,0.808,0.2,1.2,1.4,1.0,0.6,0.1,0.8,1.6,8.5,,Bryn Forbes,bryn-forbes-1,Big Ten,JR,G,39.0,24.0,1022.0,13.5,0.613,0.667,0.211,273.0,1.0,5.4,3.3,7.1,1.4,0.6,10.3,16.0,2.1,1.1,3.1,0.123,3.0,2.2,5.2,,Bryn Forbes,bryn-forbes-1,Bryn Forbes,bryn-forbes-1
2015-16,Michigan State,Big Ten,SR,G,35.0,34.0,28.1,4.7,9.8,0.481,3.2,6.7,0.481,1.5,3.1,0.482,0.644,1.8,2.1,0.84,0.3,1.7,2.1,1.5,0.4,0.0,0.9,1.5,14.4,,Bryn Forbes,bryn-forbes-1,Big Ten,SR,G,35.0,34.0,982.0,20.3,0.667,0.679,0.219,394.0,1.5,6.5,4.2,9.7,0.9,0.1,7.3,21.1,3.6,1.3,4.9,0.201,7.7,1.1,8.8,,Bryn Forbes,bryn-forbes-1,Bryn Forbes,bryn-forbes-1
2017-18,Wisconsin,Big Ten,FR,F,33,20,24.4,1.8,4.5,0.4,1.4,3.3,0.409,0.5,1.2,0.375,0.55,0.8,1.0,0.818,0.6,2.2,2.8,0.9,0.3,0.2,0.8,1.9,5.8,,Aleem Ford,aleem-ford-1,Big Ten,FR,F,33,20,805,10.3,0.579,0.733,0.22,181,3.1,11.9,7.4,7.1,0.9,0.8,13.1,13.1,1.1,0.7,1.7,0.087,0.9,1.1,2.0,,Aleem Ford,aleem-ford-1,Aleem Ford,aleem-ford-1
2018-19,Wisconsin,Big Ten,SO,F,31,0,13.8,1.1,3.3,0.34,0.7,2.6,0.288,0.4,0.7,0.522,0.451,0.1,0.1,1.0,0.4,1.5,1.9,0.4,0.3,0.1,0.5,1.4,3.1,,Aleem Ford,aleem-ford-1,Big Ten,SO,F,31,0,428,7.0,0.462,0.777,0.039,92,3.1,12.5,7.9,4.7,1.2,1.0,13.2,15.5,0.0,0.8,0.8,0.073,-1.6,2.5,0.9,,Aleem Ford,aleem-ford-1,Aleem Ford,aleem-ford-1
2019-20,Wisconsin,Big Ten,JR,F,31,31,25.1,3.1,7.2,0.432,1.3,3.9,0.342,1.8,3.3,0.539,0.525,1.1,1.6,0.694,1.2,3.2,4.4,1.1,0.5,0.4,1.0,2.0,8.6,,Aleem Ford,aleem-ford-1,Big Ten,JR,F,31,31,778,16.2,0.544,0.541,0.221,258,5.8,14.7,10.3,9.2,1.2,1.6,11.2,19.7,1.5,1.2,2.7,0.138,3.3,2.4,5.7,,Aleem Ford,aleem-ford-1,Aleem Ford,aleem-ford-1
2020-21,Wisconsin,Big Ten,SR,F,31,31,26.4,3.2,7.9,0.406,1.5,4.4,0.341,1.7,3.5,0.486,0.5,0.8,1.0,0.781,0.8,3.4,4.2,1.1,0.6,0.5,0.9,2.0,8.7,,Aleem Ford,aleem-ford-1,Big Ten,SR,F,31,31,818,14.1,0.519,0.553,0.131,251,3.7,15.3,9.4,8.4,1.4,2.1,10.1,19.1,1.0,1.2,2.3,0.111,2.3,2.8,5.1,,Aleem Ford,aleem-ford-1,Aleem Ford,aleem-ford-1
2016-17,St. Mary's (CA),WCC,FR,G,29,0,5.8,0.7,1.9,0.389,0.3,1.0,0.357,0.4,0.9,0.423,0.481,0.6,0.8,0.818,0.1,0.4,0.6,0.7,0.1,0.0,0.3,0.3,2.4,,Jordan Ford,jordan-ford-1,WCC,FR,G,29,0,167,18.8,0.543,0.519,0.407,72,3.3,8.7,6.2,21.5,1.6,0.0,11.0,24.6,0.5,0.3,0.8,0.198,2.3,1.7,4.0,,Jordan Ford,jordan-ford-1,Jordan Ford,jordan-ford-1
2017-18,St. Mary's (CA),WCC,SO,G,36,36,27.4,4.2,8.2,0.508,1.4,3.2,0.443,2.8,5.0,0.55,0.595,1.4,1.8,0.754,0.5,2.2,2.7,1.6,0.9,0.1,0.9,1.4,11.1,,Jordan Ford,jordan-ford-1,WCC,SO,G,36,36,988,19.1,0.614,0.39,0.22,361,2.5,10.0,6.5,10.8,2.0,0.2,8.7,20.1,2.8,1.4,4.2,0.17,3.4,1.6,5.0,,Jordan Ford,jordan-ford-1,Jordan Ford,jordan-ford-1
2018-19,St. Mary's (CA),WCC,JR,G,34,34,36.9,7.5,15.3,0.489,2.1,5.0,0.412,5.4,10.3,0.527,0.557,4.0,5.0,0.8,0.5,2.3,2.8,2.5,1.3,0.0,1.9,1.7,21.1,,Jordan Ford,jordan-ford-1,WCC,JR,G,34,34,1255,25.4,0.595,0.326,0.326,664,1.7,7.7,4.8,14.9,2.1,0.1,9.7,28.7,5.1,1.5,6.7,0.212,6.6,1.3,7.9,,Jordan Ford,jordan-ford-1,Jordan Ford,jordan-ford-1
2019-20,St. Mary's (CA),WCC,SR,G,34,34,38.0,7.9,16.1,0.492,2.5,6.1,0.411,5.4,10.0,0.541,0.57,3.4,4.1,0.836,0.6,2.5,3.0,2.3,1.4,0.0,1.5,1.1,21.9,,Jordan Ford,jordan-ford-1,WCC,SR,G,34,34,1292,26.9,0.604,0.381,0.255,679,2.0,8.4,5.3,13.6,2.2,0.1,7.5,28.4,5.7,1.3,7.0,0.215,7.3,0.6,7.9,,Jordan Ford,jordan-ford-1,Jordan Ford,jordan-ford-1
2016-17,Florida State,ACC,FR,G,35,0,15.4,1.7,3.7,0.473,0.0,0.2,0.125,1.7,3.5,0.496,0.477,1.4,2.0,0.676,0.9,1.8,2.7,1.6,1.2,0.1,1.0,1.1,4.9,,Trent Forrest,trent-forrest-1,ACC,FR,G,35,0,538,17.9,0.525,0.062,0.55,193,6.6,12.6,9.7,16.3,4.4,1.0,17.7,17.4,0.8,1.0,1.9,0.139,1.7,5.1,6.8,,Trent Forrest,trent-forrest-1,Trent Forrest,trent-forrest-1
2017-18,Florida State,ACC,SO,G,34,2,25.6,2.6,5.2,0.492,0.1,0.4,0.214,2.5,4.8,0.515,0.5,2.7,3.9,0.697,1.3,3.6,4.9,4.1,1.6,0.4,1.7,1.8,7.9,,Trent Forrest,trent-forrest-1,ACC,SO,G,34,2,871,19.4,0.561,0.079,0.746,334,5.8,15.3,10.7,26.4,3.4,1.5,19.8,16.5,1.9,1.6,3.5,0.163,3.4,4.6,8.0,,Trent Forrest,trent-forrest-1,Trent Forrest,trent-forrest-1
2018-19,Florida State,ACC,JR,G,37,36,29.9,3.0,6.9,0.439,0.2,0.8,0.233,2.8,6.1,0.467,0.453,3.1,3.9,0.779,0.8,3.7,4.5,3.7,1.9,0.2,2.0,1.6,9.3,,Trent Forrest,trent-forrest-1,ACC,JR,G,37,36,1106,17.3,0.531,0.118,0.569,387,3.0,14.0,8.6,23.2,3.6,1.0,18.6,17.8,1.8,2.3,4.1,0.149,2.2,5.4,7.6,,Trent Forrest,trent-forrest-1,Trent Forrest,trent-forrest-1
2019-20,Florida State,ACC,SR,G,31,31,30.9,4.2,9.1,0.459,0.5,1.8,0.281,3.7,7.3,0.504,0.488,2.7,3.3,0.822,1.1,3.3,4.4,4.0,1.9,0.6,3.0,1.5,11.6,,Trent Forrest,trent-forrest-1,ACC,SR,G,31,31,959,19.2,0.542,0.201,0.357,393,4.2,12.4,8.4,24.0,3.5,2.3,21.8,21.9,1.7,1.9,3.6,0.15,2.8,3.8,6.6,,Trent Forrest,trent-forrest-1,Trent Forrest,trent-forrest-1
2010-11,San Diego State,MWC,FR,G,21,0,8.1,1.1,2.3,0.5,0.3,1.0,0.333,0.8,1.3,0.63,0.573,0.4,0.8,0.529,0.7,1.2,1.9,0.5,0.2,0.2,0.6,0.9,3.0,,Jamaal Franklin,jamaal-franklin-1,MWC,FR,G,21,0,171,19.4,0.571,0.438,0.354,64,10.6,16.7,13.7,11.1,1.5,3.1,18.8,21.1,0.4,0.4,0.7,0.168,1.6,3.1,4.7,,Jamaal Franklin,jamaal-franklin-1,Jamaal Franklin,jamaal-franklin-1
2011-12,San Diego State,MWC,SO,G,32,22,30.3,5.4,12.5,0.433,1.6,4.9,0.325,3.8,7.6,0.502,0.496,5.0,6.3,0.8,1.8,6.1,7.9,1.5,1.0,0.6,3.0,2.5,17.4,,Jamaal Franklin,jamaal-franklin-1,MWC,SO,G,32,22,969,24.7,0.563,0.393,0.5,520,7.1,25.0,15.9,10.9,1.9,2.3,16.1,31.6,2.7,2.1,4.8,0.198,4.1,1.7,5.8,,Jamaal Franklin,jamaal-franklin-1,Jamaal Franklin,jamaal-franklin-1
2012-13,San Diego State,MWC,JR,G,32,32,33.1,5.2,12.5,0.411,1.3,4.6,0.272,3.9,7.9,0.492,0.461,5.3,6.8,0.781,1.8,7.8,9.5,3.3,1.6,0.8,3.4,2.6,16.9,,Jamaal Franklin,jamaal-franklin-1,MWC,JR,G,32,32,1058,24.8,0.536,0.367,0.546,544,6.2,28.8,17.3,21.6,2.9,2.6,17.9,29.9,2.5,2.8,5.3,0.202,4.2,4.3,8.5,,Jamaal Franklin,jamaal-franklin-1,Jamaal Franklin,jamaal-franklin-1
2015-16,Washington State,Pac-12,FR,F,23,0,8.3,0.6,2.2,0.28,0.3,1.2,0.222,0.3,1.0,0.348,0.34,0.7,0.9,0.762,0.3,0.9,1.3,0.4,0.0,0.2,0.6,1.4,2.2,,Robert Franks,robert-franks-1,Pac-12,FR,F,23,0,191,4.7,0.417,0.54,0.42,53,5.2,12.2,8.9,8.3,0.3,2.0,17.8,19.6,-0.1,0.1,0.0,-0.01,-4.8,-0.7,-5.5,,Robert Franks,robert-franks-1,Robert Franks,robert-franks-1
2016-17,Washington State,Pac-12,SO,F,31,1,16.4,2.4,5.4,0.44,0.6,2.0,0.311,1.7,3.4,0.514,0.497,1.0,1.3,0.732,0.9,2.4,3.3,0.8,0.1,0.6,1.3,1.9,6.3,,Robert Franks,robert-franks-1,Pac-12,SO,F,31,1,509,13.0,0.526,0.367,0.247,191,6.8,16.0,11.7,9.4,0.5,3.6,18.1,23.5,0.2,0.3,0.5,0.039,-1.0,-0.3,-1.3,,Robert Franks,robert-franks-1,Robert Franks,robert-franks-1
2017-18,Washington State,Pac-12,JR,F,30,30,33.0,5.8,12.3,0.476,2.2,5.4,0.405,3.6,6.8,0.532,0.565,3.5,4.1,0.854,1.6,4.9,6.6,1.9,0.5,1.0,2.3,2.8,17.4,,Robert Franks,robert-franks-1,Pac-12,JR,F,30,30,989,21.5,0.611,0.443,0.334,487,5.9,17.2,11.7,12.6,0.9,3.2,14.1,25.9,2.7,0.6,3.3,0.134,4.2,-0.5,3.7,,Robert Franks,robert-franks-1,Robert Franks,robert-franks-1
2018-19,Washington State,Pac-12,SR,F,27,26,34.4,7.4,15.1,0.493,2.8,7.0,0.399,4.7,8.1,0.573,0.585,3.9,4.6,0.848,1.4,5.9,7.2,2.6,0.7,0.7,3.2,2.5,21.6,,Robert Franks,robert-franks-1,Pac-12,SR,F,27,26,930,24.1,0.624,0.461,0.306,526,4.6,19.2,12.0,17.3,1.1,2.3,15.7,29.7,2.8,0.6,3.4,0.146,5.3,-1.2,4.1,,Robert Franks,robert-franks-1,Robert Franks,robert-franks-1
2015-16,Tulane,AAC,FR,G,34,11,19.5,1.9,4.6,0.401,0.5,1.9,0.286,1.3,2.8,0.479,0.459,0.9,1.8,0.516,1.2,1.9,3.1,0.7,0.9,0.3,1.1,1.4,5.2,,Melvin Frazier,melvin-frazier-1,AAC,FR,G,34,11,662,11.6,0.472,0.401,0.395,176,6.6,11.3,8.9,7.5,2.8,1.4,16.9,17.0,0.1,0.9,1.1,0.065,-1.3,1.9,0.6,,Melvin Frazier,melvin-frazier-1,Melvin Frazier,melvin-frazier-1
2016-17,Tulane,AAC,SO,G,30,28,30.2,3.9,8.9,0.438,0.9,3.5,0.264,3.0,5.4,0.553,0.491,2.7,4.1,0.667,1.3,3.3,4.6,1.5,1.9,0.5,2.4,2.7,11.5,,Melvin Frazier,melvin-frazier-1,AAC,SO,G,30,28,907,14.9,0.529,0.397,0.461,326,4.5,13.0,8.5,10.8,3.5,1.7,18.1,21.3,0.6,0.9,1.5,0.066,-0.1,1.0,0.9,,Melvin Frazier,melvin-frazier-1,Melvin Frazier,melvin-frazier-1
2017-18,Tulane,AAC,JR,G,30,30,34.4,6.0,10.7,0.556,1.2,3.0,0.385,4.8,7.7,0.623,0.61,2.8,3.9,0.712,1.2,4.4,5.6,2.9,2.2,0.7,2.6,2.0,15.9,,Melvin Frazier,melvin-frazier-1,AAC,JR,G,30,30,1032,22.4,0.631,0.283,0.366,442,3.9,14.6,9.3,17.9,3.6,2.2,16.9,22.2,2.4,1.6,3.9,0.152,4.1,2.8,6.9,,Melvin Frazier,melvin-frazier-1,Melvin Frazier,melvin-frazier-1
2012-13,Florida,SEC,FR,G,36,1,17.9,1.7,3.9,0.446,1.4,3.1,0.468,0.3,0.8,0.357,0.633,0.7,0.9,0.839,0.4,2.7,3.1,0.9,0.6,0.0,0.8,1.5,5.6,,Michael Frazier,michael-frazier-1,SEC,FR,G,36,1,646,16.8,0.657,0.799,0.223,183,3.2,19.4,11.3,9.5,2.0,0.2,16.3,15.5,1.6,1.6,3.2,0.201,4.2,4.4,8.7,,Michael Frazier,michael-frazier-1,Michael Frazier,michael-frazier-1
2013-14,Florida,SEC,SO,G,39,34,30.5,4.1,8.8,0.459,3.0,6.8,0.445,1.0,2.0,0.506,0.631,1.2,1.5,0.842,0.6,2.9,3.5,1.1,1.1,0.2,1.2,1.6,12.4,,Michael Frazier,michael-frazier-1,SEC,SO,G,39,34,1188,19.0,0.649,0.77,0.166,399,2.3,11.6,7.0,7.7,2.3,0.7,11.0,18.9,3.3,2.7,6.0,0.201,6.6,4.3,10.8,,Michael Frazier,michael-frazier-1,Michael Frazier,michael-frazier-1
2014-15,Florida,SEC,JR,G,26,19,29.2,3.8,9.0,0.417,2.2,5.8,0.38,1.6,3.3,0.482,0.538,2.3,2.7,0.871,0.9,3.2,4.1,1.4,1.2,0.1,1.8,1.7,12.1,,Michael Frazier,michael-frazier-1,SEC,JR,G,26,19,759,18.7,0.585,0.638,0.298,280,3.7,14.0,8.7,10.9,2.6,0.3,14.6,22.6,1.7,1.4,3.1,0.162,4.8,3.1,7.9,,Michael Frazier,michael-frazier-1,Michael Frazier,michael-frazier-1
2010-11,Penn State,Big Ten,SO,G,34,33,30.8,2.1,4.9,0.43,0.3,0.9,0.344,1.8,3.9,0.451,0.464,1.8,2.4,0.753,0.6,3.3,3.9,5.1,1.0,0.1,2.4,2.6,6.3,,Tim Frazier,tim-frazier-1,Big Ten,SO,G,34,33,1048,13.9,0.526,0.194,0.491,287,2.6,13.8,8.2,33.3,2.2,0.5,28.7,15.7,1.3,1.0,2.3,0.086,0.4,2.6,3.1,,Tim Frazier,tim-frazier-1,Tim Frazier,tim-frazier-1
2011-12,Penn State,Big Ten,JR,G,32,32,37.1,6.5,15.5,0.419,0.8,2.7,0.314,5.7,12.8,0.44,0.446,5.0,6.3,0.791,1.4,3.3,4.7,6.2,2.4,0.2,3.7,2.9,18.8,,Tim Frazier,tim-frazier-1,Big Ten,JR,G,32,32,1188,24.7,0.508,0.173,0.404,642,4.1,13.2,8.0,45.3,4.0,0.9,16.5,31.5,3.3,1.3,4.6,0.155,5.2,3.4,8.6,,Tim Frazier,tim-frazier-1,Tim Frazier,tim-frazier-1
2012-13,Penn State,Big Ten,SR,G,4,4,32.5,3.8,10.5,0.357,0.5,2.8,0.182,3.3,7.8,0.419,0.381,8.3,9.8,0.846,2.3,2.3,4.5,3.8,2.3,0.3,3.0,2.0,16.3,,Tim Frazier,tim-frazier-1,Big Ten,SR,G,4,4,130,26.0,0.537,0.262,0.929,69,7.8,9.6,8.6,27.9,4.3,1.0,16.5,29.7,0.4,0.1,0.5,0.164,8.4,4.4,12.9,,Tim Frazier,tim-frazier-1,Tim Frazier,tim-frazier-1
2013-14,Penn State,Big Ten,SR,G,34,34,35.2,4.8,11.1,0.43,0.7,2.5,0.291,4.1,8.6,0.471,0.463,4.6,5.9,0.785,0.9,3.5,4.4,5.4,1.6,0.2,2.7,2.6,14.9,,Tim Frazier,tim-frazier-1,Big Ten,SR,G,34,34,1196,20.1,0.536,0.227,0.528,553,3.0,11.6,7.3,33.1,2.7,0.6,16.3,24.7,2.7,1.4,4.1,0.136,3.5,1.7,5.2,,Tim Frazier,tim-frazier-1,Tim Frazier,tim-frazier-1
2010-11,Brigham Young,MWC,SR,G,37,37,35.8,9.4,20.7,0.452,3.4,8.5,0.396,6.0,12.2,0.491,0.533,6.8,7.6,0.894,0.6,2.8,3.4,4.3,1.3,0.0,3.5,1.3,28.9,"AP POY-1,WA-1,AA-1,NA-1",Jimmer Fredette,jimmer-fredette-1,MWC,SR,G,37,37,1323,30.9,0.594,0.409,0.369,986.0,2.0,8.3,5.2,28.8,2.1,0.1,12.7,37.8,6.6,1.9,8.5,0.256,10.0,0.8,10.8,"AP POY-1,WA-1,AA-1,NA-1",Jimmer Fredette,jimmer-fredette-1,Jimmer Fredette,jimmer-fredette-1
2024-25,Syracuse,ACC,FR,F,14,13,25.5,4.9,9.6,0.504,0.9,2.6,0.333,4.0,7.1,0.566,0.548,2.8,3.5,0.796,1.1,6.9,7.9,1.4,0.4,0.4,1.8,1.7,13.4,,Donnie Freeman,donnie-freeman-1,ACC,FR,F,14,13,357,21.5,0.591,0.267,0.363,168,4.9,31.2,18.1,11.2,0.8,1.5,13.6,25.8,0.8,0.4,1.2,0.135,4.1,0.8,4.8,,Donnie Freeman,donnie-freeman-1,Donnie Freeman,donnie-freeman-1
