Season,Team,Conf_per_game,Class_per_game,Pos_per_game,G_per_game,GS_per_game,MP_per_game,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_per_game,PlayerName_per_game,CollegeID_per_game,Conf_adv,Class_adv,Pos_adv,G_adv,GS_adv,MP_adv,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards_adv,PlayerName_adv,CollegeID_adv,PlayerName,CollegeID
2018-19,Arizona State,Pac-12,JR,G,28,21,29.3,3.4,9.8,.344,1.8,4.9,.375,1.5,4.9,.314,.438,2.5,3.0,.835,0.3,3.0,3.3,1.3,1.0,0.2,1.3,2.0,11.1,,Rob Edwards,rob-edwards-1,Pac-12,JR,G,28,21,820,11.8,.495,.498,.311,281,1.2,10.8,6.0,8.2,1.9,0.7,10.6,20.4,0.9,1.1,2.0,.096,0.9,1.7,2.7,,Rob Edwards,rob-edwards-1,Rob Edwards,rob-edwards-1
2019-20,Arizona State,Pac-12,SR,G,31,28,28.5,3.8,10.0,.379,2.4,6.5,.363,1.4,3.5,.407,.497,1.7,2.2,.754,0.5,3.1,3.6,0.7,1.1,0.1,1.8,2.2,11.6,,Rob Edwards,rob-edwards-1,Pac-12,SR,G,31,28,885,12.4,.525,.650,.223,318,2.0,11.9,6.8,4.5,2.0,0.3,14.3,21.4,0.8,1.3,2.1,.095,1.2,1.2,2.4,,Rob Edwards,rob-edwards-1,Rob Edwards,rob-edwards-1
2018-19,Washington State,Pac-12,FR,F,32,28,31.0,5.3,12.0,0.436,1.7,4.0,0.414,3.6,8.0,0.447,0.505,2.6,3.9,0.661,1.6,5.5,7.1,3.0,1.0,0.6,3.0,2.6,14.7,,CJ Elleby,cj-elleby-1,Pac-12,FR,F,32,28,992,17.8,0.531,0.332,0.322,477,6.0,20.0,13.1,20.1,1.9,2.0,17.8,27.1,1.2,0.8,2.1,0.084,1.7,-0.6,1.1,,CJ Elleby,cj-elleby-1,CJ Elleby,cj-elleby-1
2019-20,Washington State,Pac-12,SO,F,32,32,33.4,6.2,15.6,0.396,2.3,6.8,0.339,3.8,8.8,0.439,0.47,3.8,4.6,0.823,1.2,6.6,7.8,1.9,1.8,0.8,2.2,2.9,18.4,,CJ Elleby,cj-elleby-1,Pac-12,SO,F,32,32,1068,22.5,0.519,0.438,0.295,542,3.8,23.1,12.9,13.5,2.9,2.5,10.8,29.2,2.3,2.2,4.5,0.169,4.7,2.8,7.6,,CJ Elleby,cj-elleby-1,CJ Elleby,cj-elleby-1
2015-16,Marquette,Big East,FR,F,33,33,33.5,5.9,13.2,0.446,0.9,3.2,0.288,5.0,10.0,0.495,0.48,4.3,5.8,0.749,2.2,7.6,9.7,1.8,0.8,1.5,2.4,2.5,17.0,,Henry Ellenson,henry-ellenson-1,Big East,FR,F,33,33,1107,20.9,0.534,0.239,0.439,536,7.8,24.2,16.5,11.0,1.4,4.4,12.9,26.7,2.0,2.0,4.0,0.143,2.8,1.1,3.9,,Henry Ellenson,henry-ellenson-1,Henry Ellenson,henry-ellenson-1
2018-19,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Keon Ellis,keon-ellis-1,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Keon Ellis,keon-ellis-1,Keon Ellis,keon-ellis-1
2019-20,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Keon Ellis,keon-ellis-1,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Did not play - juco,Keon Ellis,keon-ellis-1,Keon Ellis,keon-ellis-1
2020-21,Alabama,SEC,JR,G,32,7,17.5,1.9,3.7,.504,0.7,1.7,.389,1.2,2.0,.600,.592,1.1,1.5,.723,0.9,3.1,4.0,1.1,1.1,0.4,1.1,2.0,5.5,,Keon Ellis,keon-ellis-1,SEC,JR,G,32,7,560,17.3,.619,.454,.395,176,5.3,18.0,11.8,10.3,3.3,2.5,19.4,14.4,1.1,1.4,2.4,.174,2.1,6.0,8.1,,Keon Ellis,keon-ellis-1,Keon Ellis,keon-ellis-1
2021-22,Alabama,SEC,SR,G,33,33,30.9,3.7,8.4,.439,2.0,5.5,.366,1.7,2.9,.579,.559,2.7,3.1,.881,1.9,4.2,6.1,1.8,1.9,0.6,1.6,2.7,12.1,,Keon Ellis,keon-ellis-1,SEC,SR,G,33,33,1021,19.9,.614,.658,.363,386,6.4,14.5,10.5,10.2,3.4,1.9,13.8,17.1,2.9,1.3,4.2,.165,5.7,3.8,9.5,,Keon Ellis,keon-ellis-1,Keon Ellis,keon-ellis-1
2013-14,Kansas,Big 12,FR,C,28,20,23.1,3.8,6.1,0.626,0.0,0.2,0.2,3.8,5.9,0.639,0.629,3.5,5.1,0.685,2.3,5.8,8.1,1.4,0.9,2.6,2.4,3.4,11.2,,Joel Embiid,joel-embiid-1,Big 12,FR,C,28,20,647,28.2,0.655,0.029,0.836,307,12.7,27.3,20.5,11.5,2.3,11.7,21.6,23.4,1.8,1.7,3.4,0.213,5.0,6.9,11.9,,Joel Embiid,joel-embiid-1,Joel Embiid,joel-embiid-1
2010-11,Missouri,Big 12,JR,G,34,29,25.6,3.1,8.5,0.366,1.5,4.2,0.366,1.6,4.4,0.365,0.455,2.3,3.1,0.726,0.5,2.6,3.1,2.0,1.2,0.3,2.0,1.7,10.0,,Kim English,kim-english-1,Big 12,JR,G,34,29,869,13.9,0.501,0.49,0.366,324.0,2.0,11.6,6.7,13.0,2.7,1.3,16.4,22.1,0.9,1.2,2.1,0.097,0.6,0.8,1.4,,Kim English,kim-english-1,Kim English,kim-english-1
2011-12,Missouri,Big 12,SR,G,35,35,33.6,4.9,9.4,0.521,2.2,4.9,0.459,2.7,4.5,0.589,0.64,2.5,3.4,0.725,0.9,3.4,4.2,1.6,1.3,0.3,1.7,2.4,14.5,,Kim English,kim-english-1,Big 12,SR,G,35,35,1175,20.6,0.658,0.518,0.366,446.0,3.4,13.0,8.3,8.6,2.3,0.9,13.3,20.0,3.7,1.3,5.0,0.171,5.8,1.3,7.1,,Kim English,kim-english-1,Kim English,kim-english-1
2013-14,Syracuse,ACC,FR,G,34,34,35.7,4.4,10.6,0.411,0.9,2.5,0.353,3.5,8.1,0.429,0.453,3.4,4.4,0.765,0.8,2.6,3.4,5.5,2.1,0.2,1.7,2.0,12.9,,Tyler Ennis,tyler-ennis-1,ACC,FR,G,34,34,1215,21.3,0.511,0.236,0.414,480,2.6,9.0,5.7,32.3,3.9,0.7,11.9,21.9,3.2,2.2,5.5,0.18,4.8,3.9,8.7,,Tyler Ennis,tyler-ennis-1,Tyler Ennis,tyler-ennis-1
2019-20,Wichita State,AAC,FR,G,31,17,24.6,2.7,7.3,0.376,2.0,5.2,0.388,0.7,2.1,0.348,0.513,1.9,2.4,0.8,0.4,1.7,2.1,1.4,1.2,0.1,0.8,1.9,9.4,,Tyson Etienne,tyson-etienne-1,AAC,FR,G,31,17,763,15.6,0.558,0.708,0.332,262,1.7,7.8,4.7,11.2,2.7,0.4,9.0,18.2,1.7,1.5,3.3,0.171,2.7,3.7,6.4,,Tyson Etienne,tyson-etienne-1,Tyson Etienne,tyson-etienne-1
2020-21,Wichita State,AAC,SO,G,22,22,33.8,4.8,12.9,0.371,3.0,7.5,0.392,1.8,5.3,0.342,0.486,3.8,5.0,0.757,0.6,2.8,3.4,2.5,1.0,0.1,1.2,1.5,16.3,,Tyson Etienne,tyson-etienne-1,AAC,SO,G,22,22,744,18.8,0.535,0.587,0.392,330,1.8,8.7,5.2,16.1,1.6,0.3,7.2,24.1,2.2,1.0,3.1,0.169,5.2,1.3,6.5,,Tyson Etienne,tyson-etienne-1,Tyson Etienne,tyson-etienne-1
2021-22,Wichita State,AAC,SO,G,27,26,34.3,4.9,13.7,0.359,2.7,8.3,0.326,2.2,5.4,0.411,0.458,2.3,3.0,0.768,0.4,2.4,2.9,2.0,1.1,0.0,2.0,2.3,14.9,,Tyson Etienne,tyson-etienne-1,AAC,SO,G,27,26,926,12.9,0.492,0.605,0.222,365,1.4,8.2,4.7,13.6,2.0,0.1,11.7,25.3,1.1,1.2,2.3,0.1,0.9,0.7,1.6,,Tyson Etienne,tyson-etienne-1,Tyson Etienne,tyson-etienne-1
2015-16,Oregon State,Pac-12,FR,F,32,30,21.4,3.2,5.4,0.58,0.0,0.0,3.2,5.4,0.58,0.58,1.3,2.0,0.635,1.4,3.2,4.6,0.4,0.4,1.2,1.3,2.8,7.6,,Drew Eubanks,drew-eubanks-1,Pac-12,FR,F,32,30,685,16.7,0.593,0.0,0.362,221,7.3,16.7,12.0,3.9,1.2,6.7,17.1,18.2,0.9,1.0,1.9,0.111,-1.1,2.0,0.9,,Drew Eubanks,drew-eubanks-1,Drew Eubanks,drew-eubanks-1
2016-17,Oregon State,Pac-12,SO,F,32,32,32.1,5.7,9.7,0.587,0.0,0.0,5.7,9.7,0.587,0.587,3.1,4.3,0.712,2.5,5.8,8.3,1.2,0.6,2.2,3.0,2.9,14.5,,Drew Eubanks,drew-eubanks-1,Pac-12,SO,F,32,32,1027,22.5,0.616,0.0,0.448,435,9.5,21.1,15.4,9.9,1.2,7.6,20.3,24.1,1.8,1.3,3.1,0.12,1.1,1.2,2.3,,Drew Eubanks,drew-eubanks-1,Drew Eubanks,drew-eubanks-1
2017-18,Oregon State,Pac-12,JR,F,32,32,31.3,5.1,8.2,0.624,0.0,0.0,5.1,8.2,0.624,0.624,2.9,4.2,0.701,1.8,5.0,6.8,1.1,0.5,1.7,1.8,2.7,13.2,,Drew Eubanks,drew-eubanks-1,Pac-12,JR,F,32,32,1003,21.6,0.646,0.0,0.51,381,7.3,18.7,13.1,7.3,0.9,6.4,14.6,19.6,2.6,1.4,4.0,0.16,2.5,2.0,4.5,,Drew Eubanks,drew-eubanks-1,Drew Eubanks,drew-eubanks-1
2015-16,Cincinnati,AAC,FR,G,33,8,24.4,2.8,7.7,0.372,1.4,4.1,0.333,1.5,3.6,0.415,0.46,1.4,1.7,0.804,1.1,3.0,4.1,1.6,0.8,0.8,0.8,1.8,8.4,,Jacob Evans,jacob-evans-1,AAC,FR,G,33,8,806,16.8,0.497,0.534,0.221,269,5.0,13.6,9.4,13.1,2.0,3.7,8.2,19.3,1.6,1.6,3.2,0.158,2.9,3.3,6.2,,Jacob Evans,jacob-evans-1,Jacob Evans,jacob-evans-1
2016-17,Cincinnati,AAC,SO,G,36,36,31.6,4.7,9.9,0.473,1.9,4.6,0.418,2.8,5.3,0.521,0.57,2.3,3.1,0.732,1.5,2.7,4.2,2.7,1.3,0.8,1.3,2.1,13.5,,Jacob Evans,jacob-evans-1,AAC,SO,G,36,36,1138,22.6,0.597,0.465,0.315,464,5.5,9.7,7.7,16.2,2.5,3.1,9.9,20.6,3.8,2.2,6.0,0.211,6.6,4.0,10.5,,Jacob Evans,jacob-evans-1,Jacob Evans,jacob-evans-1
2017-18,Cincinnati,AAC,JR,G,36,36,30.8,4.5,10.5,0.427,1.7,4.5,0.37,2.8,6.0,0.47,0.507,2.4,3.2,0.754,1.4,3.3,4.7,3.1,1.3,1.0,1.8,2.0,13.0,,Jacob Evans,jacob-evans-1,AAC,JR,G,36,36,1107,20.5,0.543,0.43,0.302,461,5.2,12.0,8.7,20.0,2.6,3.7,12.7,22.5,2.8,3.1,5.9,0.213,4.7,5.2,9.9,,Jacob Evans,jacob-evans-1,Jacob Evans,jacob-evans-1
2015-16,Oklahoma State,Big 12,FR,G,22,20,28.9,4.4,9.4,0.471,0.9,1.8,0.475,3.5,7.5,0.47,0.517,3.2,3.8,0.833,0.5,3.9,4.4,4.9,1.1,0.2,2.5,2.5,12.9,,Jawun Evans,jawun-evans-1,Big 12,FR,G,22,20,635,22.0,0.575,0.194,0.408,301,1.9,14.8,8.7,41.9,2.4,0.7,18.5,25.4,1.6,1.0,2.6,0.162,3.6,2.5,6.2,,Jawun Evans,jawun-evans-1,Jawun Evans,jawun-evans-1
2016-17,Oklahoma State,Big 12,SO,G,32,32,29.3,6.6,15.1,0.438,1.1,3.0,0.379,5.5,12.1,0.452,0.475,4.8,6.0,0.812,0.8,2.7,3.4,6.4,1.8,0.1,2.8,2.3,19.2,SN-AA-3,Jawun Evans,jawun-evans-1,Big 12,SO,G,32,32,936,27.3,0.535,0.197,0.396,659,2.8,11.0,6.8,43.6,3.3,0.5,13.6,32.7,4.0,0.8,4.8,0.206,8.0,1.2,9.2,SN-AA-3,Jawun Evans,jawun-evans-1,Jawun Evans,jawun-evans-1
2019-20,Princeton,Ivy,FR,F,26.0,19.0,14.3,1.6,3.0,0.526,0.2,0.6,0.267,1.4,2.4,0.587,0.551,0.6,1.2,0.516,0.3,1.6,1.8,0.9,0.5,0.3,1.0,1.3,3.9,,Tosan Evbuomwan,tosan-evbuomwan-1,Ivy,FR,F,26.0,19.0,371.0,11.9,0.55,0.192,0.397,101.0,2.4,14.0,8.2,11.7,2.1,2.5,22.6,17.2,0.2,0.4,0.6,0.066,-2.3,0.2,-2.2,,Tosan Evbuomwan,tosan-evbuomwan-1,Tosan Evbuomwan,tosan-evbuomwan-1
2021-22,Princeton,Ivy,JR,F,28.0,27.0,30.0,6.6,12.1,0.541,0.1,0.6,0.118,6.5,11.5,0.563,0.544,2.8,5.0,0.564,2.5,4.2,6.7,5.1,1.4,0.3,2.5,2.7,16.0,,Tosan Evbuomwan,tosan-evbuomwan-1,Ivy,JR,F,28.0,27.0,839.0,27.3,0.552,0.05,0.412,518.0,9.6,16.5,13.1,32.0,2.8,1.1,14.9,29.4,3.3,1.3,4.6,0.221,4.6,0.7,5.3,,Tosan Evbuomwan,tosan-evbuomwan-1,Tosan Evbuomwan,tosan-evbuomwan-1
2022-23,Princeton,Ivy,SR,F,32.0,32.0,31.3,5.8,11.3,0.515,0.3,1.1,0.324,5.5,10.3,0.535,0.53,3.0,4.6,0.655,1.7,4.6,6.3,4.9,0.8,0.6,2.9,2.3,15.1,,Tosan Evbuomwan,tosan-evbuomwan-1,Ivy,SR,F,32.0,32.0,1003.0,22.0,0.556,0.094,0.408,530.0,6.1,16.1,11.3,32.2,1.4,1.8,17.8,26.5,2.6,1.7,4.4,0.174,3.4,1.1,4.5,,Tosan Evbuomwan,tosan-evbuomwan-1,Tosan Evbuomwan,tosan-evbuomwan-1
2010-11,Vanderbilt,SEC,JR,C,34,34,23.5,4.4,7.6,0.588,0.0,0.0,4.4,7.6,0.588,0.588,4.1,6.4,0.648,2.8,3.5,6.3,0.2,0.6,2.6,1.8,3.1,13.0,,Festus Ezeli,festus-ezeli-1,SEC,JR,C,34,34,799,29.3,0.615,0.0,0.84,411.0,14.6,15.6,15.1,1.8,1.5,10.7,14.3,26.8,2.9,1.6,4.5,0.223,4.0,3.1,7.1,,Festus Ezeli,festus-ezeli-1,Festus Ezeli,festus-ezeli-1
2011-12,Vanderbilt,SEC,SR,C,26,22,23.2,3.4,6.3,0.539,0.0,0.0,3.4,6.3,0.539,0.539,3.2,5.3,0.604,2.4,3.5,5.9,0.3,0.4,2.0,2.2,3.2,10.1,,Festus Ezeli,festus-ezeli-1,SEC,SR,C,26,22,603,21.0,0.567,0.0,0.842,254.0,13.0,19.2,16.1,2.9,1.1,9.0,20.1,25.2,1.1,1.0,2.1,0.14,0.4,3.3,3.7,,Festus Ezeli,festus-ezeli-1,Festus Ezeli,festus-ezeli-1
2015-16,UCF,AAC,FR,C,30,26,17.6,3.2,4.3,0.75,0.0,0.0,,3.2,4.3,0.75,0.75,1.0,1.7,0.558,1.8,4.1,5.9,0.3,0.1,2.3,1.6,2.5,7.4,,Tacko Fall,tacko-fall-1,AAC,FR,C,30,26,529,25.3,0.724,0.0,0.406,192,11.8,23.2,17.9,4.6,0.3,12.8,24.3,19.2,1.0,1.0,2.1,0.155,0.9,4.3,5.1,,Tacko Fall,tacko-fall-1,Tacko Fall,tacko-fall-1
2016-17,UCF,AAC,SO,C,36,36,26.3,4.7,6.5,0.715,0.0,0.0,0.0,4.7,6.5,0.718,0.715,1.5,3.3,0.462,3.6,5.9,9.5,0.6,0.3,2.6,2.5,2.5,10.9,,Tacko Fall,tacko-fall-1,AAC,SO,C,36,36,947,26.2,0.671,0.004,0.506,373,16.5,22.5,19.8,5.4,0.6,11.0,23.6,20.9,1.9,2.8,4.7,0.2,3.0,4.7,7.6,,Tacko Fall,tacko-fall-1,Tacko Fall,tacko-fall-1
2017-18,UCF,AAC,JR,C,16,15,21.9,4.9,6.4,0.767,0.0,0.0,,4.9,6.4,0.767,0.767,1.4,3.1,0.46,2.5,4.8,7.3,0.3,0.3,1.9,2.6,2.6,11.3,,Tacko Fall,tacko-fall-1,AAC,JR,C,16,15,351,28.2,0.714,0.0,0.485,149,13.7,25.1,19.5,4.6,0.9,9.6,24.9,25.8,0.6,1.0,1.6,0.179,2.1,5.1,7.2,,Tacko Fall,tacko-fall-1,Tacko Fall,tacko-fall-1
2018-19,UCF,AAC,SR,C,33,33,24.9,4.7,6.2,0.748,0.0,0.0,,4.7,6.2,0.748,0.748,1.8,4.9,0.362,2.5,5.1,7.6,0.5,0.2,2.6,1.8,2.8,11.1,,Tacko Fall,tacko-fall-1,AAC,SR,C,33,33,822,25.6,0.647,0.0,0.791,330,12.5,21.2,17.2,4.2,0.6,11.5,17.2,21.8,1.9,2.0,3.9,0.189,3.2,3.9,7.2,,Tacko Fall,tacko-fall-1,Tacko Fall,tacko-fall-1
2010-11,Morehead State,OVC,SR,F,35,34,34.7,6.7,10.7,0.623,0.0,0.0,,6.7,10.7,0.623,0.623,4.0,6.9,0.577,5.7,8.8,14.5,1.1,1.9,2.3,2.6,3.1,17.3,AA-2,Kenneth Faried,kenneth-faried-1,OVC,SR,F,35,34,1216,34.7,0.619,0.0,0.644,588.0,20.0,31.4,25.6,7.4,3.4,8.8,15.8,24.5,4.7,3.6,8.3,0.272,6.2,2.3,8.5,AA-2,Kenneth Faried,kenneth-faried-1,Kenneth Faried,kenneth-faried-1
2010-11,Arizona State,Pac-10,SO,G,30,8,14.5,1.7,4.3,0.391,0.3,1.5,0.205,1.4,2.8,0.488,0.426,1.0,1.3,0.75,0.6,1.0,1.6,1.0,0.5,0.4,0.8,1.5,4.6,,Carrick Felix,carrick-felix-1,Pac-10,SO,G,30,8,436,13.1,0.473,0.344,0.313,140,5.2,7.9,6.5,14.9,2.0,3.5,14.0,21.4,0.3,0.4,0.7,0.065,-0.3,0.8,0.5,,Carrick Felix,carrick-felix-1,Carrick Felix,carrick-felix-1
2011-12,Arizona State,Pac-12,JR,G,29,27,32.9,3.5,8.3,0.421,1.3,4.2,0.314,2.2,4.2,0.529,0.5,2.2,2.9,0.741,1.1,2.9,4.0,1.3,1.1,0.8,2.3,2.6,10.5,,Carrick Felix,carrick-felix-1,Pac-12,JR,G,29,27,955,13.3,0.54,0.5,0.351,287,4.8,11.6,8.3,9.5,2.1,2.7,19.4,20.4,0.8,0.7,1.5,0.063,0.2,-0.2,0.1,,Carrick Felix,carrick-felix-1,Carrick Felix,carrick-felix-1
2012-13,Arizona State,Pac-12,SR,G,35,34,35.3,5.4,10.8,0.5,1.5,4.0,0.374,3.9,6.8,0.573,0.569,2.3,3.5,0.664,2.1,6.1,8.1,1.6,1.4,1.1,2.0,3.0,14.6,,Carrick Felix,carrick-felix-1,Pac-12,SR,G,35,34,1235,21.5,0.586,0.368,0.323,481,7.1,20.0,13.6,9.6,2.4,3.2,13.8,21.3,3.0,2.1,5.1,0.165,3.7,2.3,6.0,,Carrick Felix,carrick-felix-1,Carrick Felix,carrick-felix-1
2017-18,Maryland,Big Ten,FR,F,30,20,22.4,3.9,6.8,0.578,0.0,0.1,0.333,3.9,6.7,0.582,0.581,2.4,3.2,0.74,1.5,5.0,6.5,0.7,0.4,1.2,1.8,2.9,10.3,,Bruno Fernando,bruno-fernando-1,Big Ten,FR,F,30,20,671,21.9,0.617,0.015,0.471,282,8.9,24.5,17.5,6.9,1.0,6.0,17.5,23.7,1.5,1.4,2.9,0.172,1.8,3.4,5.2,,Bruno Fernando,bruno-fernando-1,Bruno Fernando,bruno-fernando-1
2018-19,Maryland,Big Ten,SO,F,34,33,30.0,5.1,8.4,0.607,0.1,0.3,0.3,5.0,8.1,0.618,0.612,3.3,4.3,0.779,2.9,7.7,10.6,2.0,0.6,1.9,2.8,2.7,13.6,,Bruno Fernando,bruno-fernando-1,Big Ten,SO,F,34,33,1021,27.2,0.653,0.035,0.509,463,12.0,27.4,20.2,14.4,1.3,7.0,21.2,22.6,3.1,2.4,5.4,0.214,5.1,4.9,10.0,,Bruno Fernando,bruno-fernando-1,Bruno Fernando,bruno-fernando-1
2022-23,Duke,ACC,FR,C,36,36,29.1,5.3,11.9,0.441,1.0,3.4,0.282,4.3,8.5,0.505,0.481,3.6,4.7,0.765,2.5,6.5,9.0,1.6,1.3,0.7,2.5,2.6,15.1,,Kyle Filipowski,kyle-filipowski-1,ACC,FR,C,36,36,1047,23.2,0.533,0.289,0.396,519,10.3,24.8,17.8,11.4,2.7,2.7,15.0,29.6,2.3,2.5,4.8,0.185,4.0,3.4,7.5,,Kyle Filipowski,kyle-filipowski-1,Kyle Filipowski,kyle-filipowski-1
2023-24,Duke,ACC,SO,C,36,36,30.4,6.1,12.1,0.505,1.1,3.1,0.348,5.0,9.0,0.559,0.549,3.1,4.6,0.671,2.2,6.1,8.3,2.8,1.1,1.5,2.1,3.0,16.4,"AA-2,AP-AA-2,NABC-AA-2,SN-AA-3,USBWA-AA-2,W-AA-1",Kyle Filipowski,kyle-filipowski-1,ACC,SO,C,36,36,1095,26.0,0.573,0.257,0.383,585,8.8,22.7,16.0,18.4,2.2,5.3,12.9,27.7,3.4,2.5,6.0,0.217,6.6,4.5,11.1,"AA-2,AP-AA-2,NABC-AA-2,SN-AA-3,USBWA-AA-2,W-AA-1",Kyle Filipowski,kyle-filipowski-1,Kyle Filipowski,kyle-filipowski-1
2011-12,Virginia Tech,ACC,FR,F,33,30,29.0,2.1,6.3,.332,0.8,2.2,.366,1.3,4.2,.314,.394,1.4,2.3,.584,2.8,4.3,7.0,1.9,0.7,0.7,1.7,2.7,6.3,,Dorian Finney-Smith,dorian-finney-smith-1,ACC,FR,F,33,30,957,12.6,.427,.341,.370,254,11.4,19.2,15.1,13.1,1.6,2.7,18.9,17.0,0.5,1.5,2.0,.084,0.4,1.8,2.2,,Dorian Finney-Smith,dorian-finney-smith-1,Dorian Finney-Smith,dorian-finney-smith-1
2012-13,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Dorian Finney-Smith,dorian-finney-smith-1,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Did not play - transfer,Dorian Finney-Smith,dorian-finney-smith-1,Dorian Finney-Smith,dorian-finney-smith-1
2013-14,Florida,SEC,SO,F,37,2,25.7,2.8,7.6,.371,1.1,3.6,.295,1.8,4.1,.437,.440,2.0,3.1,.643,2.5,4.1,6.7,2.1,0.4,0.4,1.6,2.2,8.7,,Dorian Finney-Smith,dorian-finney-smith-1,SEC,SO,F,37,2,950,16.6,.478,.466,.406,362,12.1,19.2,15.7,16.2,1.1,1.9,15.3,22.6,1.4,2.3,3.7,.156,2.7,2.8,5.5,,Dorian Finney-Smith,dorian-finney-smith-1,Dorian Finney-Smith,dorian-finney-smith-1
2014-15,Florida,SEC,JR,F,28,23,27.9,4.9,10.4,.472,1.8,4.1,.426,3.1,6.3,.503,.557,1.6,2.7,.587,2.6,3.6,6.2,1.6,1.1,0.9,1.9,2.6,13.1,,Dorian Finney-Smith,dorian-finney-smith-1,SEC,JR,F,28,23,782,23.9,.564,.397,.259,345,11.3,16.3,13.7,14.0,2.6,3.6,14.2,26.5,1.9,1.7,3.6,.184,6.7,3.5,10.1,,Dorian Finney-Smith,dorian-finney-smith-1,Dorian Finney-Smith,dorian-finney-smith-1
2015-16,Florida,SEC,SR,F,36,36,31.8,4.7,10.8,.437,2.0,5.4,.368,2.7,5.4,.505,.528,3.4,4.6,.733,2.5,5.9,8.3,2.1,0.9,0.8,1.9,2.2,14.7,,Dorian Finney-Smith,dorian-finney-smith-1,SEC,SR,F,36,36,1145,22.1,.569,.499,.426,514,7.9,19.4,13.5,13.0,1.6,2.6,12.7,22.4,3.1,2.2,5.3,.185,6.3,3.3,9.5,,Dorian Finney-Smith,dorian-finney-smith-1,Dorian Finney-Smith,dorian-finney-smith-1
2016-17,South Florida,AAC,FR,F,27,18,24.4,2.7,6.9,.395,1.0,3.0,.338,1.7,3.9,.438,.468,1.0,1.9,.538,0.9,3.6,4.6,1.1,0.7,0.4,1.4,2.6,7.4,,Malik Fitts,malik-fitts-1,AAC,FR,F,27,18,659,11.0,.479,.432,.281,192,4.3,16.3,10.4,9.7,1.7,1.8,15.0,18.7,0.2,0.6,0.8,.051,-1.2,-0.1,-1.3,,Malik Fitts,malik-fitts-1,Malik Fitts,malik-fitts-1
